timestamp,demand,hour,day_of_week,month,is_weekend,lag_1,lag_24,rolling_mean_24,rolling_std_24
2020-01-02 00:00:00,97.27808637737408,0,3,1,0,87.6998781668823,102.48357076505616,99.04491341261176,17.041128121358636
2020-01-02 01:00:00,105.73099385059976,1,3,1,0,97.27808637737408,104.48505939619449,99.09682734821199,17.060308496441582
2020-01-02 02:00:00,104.24503211288848,2,3,1,0,105.73099385059976,113.23844269050346,98.72210190747802,16.83344699248663
2020-01-02 03:00:00,116.02062571545932,3,3,1,0,104.24503211288848,121.75728490577109,98.48307444121504,16.530132718611693
2020-01-02 04:00:00,114.31731462609476,4,3,1,0,116.02062571545932,116.14974120207208,98.40672333388265,16.44901709364052
2020-01-02 05:00:00,117.86004777681498,5,3,1,0,114.31731462609476,118.14783174103546,98.39473233537348,16.43409866696857
2020-01-02 06:00:00,116.991466938853,6,3,1,0,117.86004777681498,127.89606407753696,97.94037412126163,15.71815088550656
2020-01-02 07:00:00,128.57990744832605,7,3,1,0,116.991466938853,123.1556901715459,98.1663831744608,16.13008135474128
2020-01-02 08:00:00,117.2530219519991,8,3,1,0,128.57990744832605,114.973136146014,98.26137841637684,16.239706197568456
2020-01-02 09:00:00,108.85358097895148,9,3,1,0,117.2530219519991,116.85493584166078,97.92798863043065,15.920389070009811
2020-01-02 10:00:00,114.11272456051594,10,3,1,0,108.85358097895148,107.68291153593768,98.19589750645473,16.14420972992157
2020-01-02 11:00:00,99.0721626521953,11,3,1,0,114.11272456051594,102.84773213419912,98.03858211137123,16.11527900375239
2020-01-02 12:00:00,101.0443179750238,12,3,1,0,99.0721626521953,101.20981135783018,98.0316865537543,16.113898418366908
2020-01-02 13:00:00,85.02526847855073,13,3,1,0,101.0443179750238,85.2572178746606,98.02202199558307,16.121960759603784
2020-01-02 14:00:00,83.35906975550786,14,3,1,0,85.02526847855073,81.37541083743484,98.10467445050277,16.03777305091563
2020-01-02 15:00:00,86.84217055561467,15,3,1,0,83.35906975550786,83.04642673006418,98.26283044323405,15.90095243509281
2020-01-02 16:00:00,86.37182482428827,16,3,1,0,86.84217055561467,77.61533632263912,98.62768413080276,15.502045862094052
2020-01-02 17:00:00,81.53832488016849,17,3,1,0,86.37182482428827,82.25272013719501,98.59791766175998,15.535505315974893
2020-01-02 18:00:00,79.4217585880588,18,3,1,0,81.53832488016849,75.45987962239394,98.76299595199602,15.298190482686257
2020-01-02 19:00:00,79.17596499627219,19,3,1,0,79.4217585880588,73.61996496754216,98.9944959531931,14.93899201766199
2020-01-02 20:00:00,75.28688197247408,20,3,1,0,79.17596499627219,90.007735768919,98.38112704500789,15.611102355883622
2020-01-02 21:00:00,82.25864333429548,21,3,1,0,75.28688197247408,84.72898287383637,98.27819623086036,15.712843060606627
2020-01-02 22:00:00,87.69680614520107,22,3,1,0,82.25864333429548,90.3376410234396,98.16816144426708,15.779970611543934
2020-01-02 23:00:00,100.10923022904416,23,3,1,0,87.69680614520107,87.6998781668823,98.6852177801905,15.624588101242988
2020-01-03 00:00:00,101.7180914478423,0,4,1,0,100.10923022904416,97.27808637737408,98.87021799146,15.633485839966083
2020-01-03 01:00:00,96.36118012523671,1,4,1,0,101.7180914478423,105.73099385059976,98.47980908623656,15.571576943403592
2020-01-03 02:00:00,111.620419846974,2,4,1,0,96.36118012523671,104.24503211288848,98.78711690849012,15.761915487042089
2020-01-03 03:00:00,112.21672422164936,3,4,1,0,111.620419846974,116.02062571545932,98.62862101291468,15.599374513501369
2020-01-03 04:00:00,113.93589807415896,4,4,1,0,112.21672422164936,114.31731462609476,98.61272865658403,15.582881803608915
2020-01-03 05:00:00,122.3768979699857,5,4,1,0,113.93589807415896,117.86004777681498,98.80093074796615,15.850427358396987
2020-01-03 06:00:00,125.15499761247976,6,4,1,0,122.3768979699857,116.991466938853,99.14107785936727,16.337864161428513
2020-01-03 07:00:00,123.97491712136237,7,4,1,0,125.15499761247976,128.57990744832605,98.94920326241045,16.000658719426077
2020-01-03 08:00:00,113.12442045957556,8,4,1,0,123.97491712136237,117.2530219519991,98.77717820022615,15.816449346658542
2020-01-03 09:00:00,112.59607374447492,9,4,1,0,113.12442045957556,108.85358097895148,98.9331153987896,15.938094910677822
2020-01-03 10:00:00,111.65631715701784,10,4,1,0,112.59607374447492,114.11272456051594,98.83076509031052,15.84398652953107
2020-01-03 11:00:00,110.05410653766222,11,4,1,0,111.65631715701784,99.0721626521953,99.28834608553831,16.008983757839164
2020-01-03 12:00:00,97.60412881077356,12,4,1,0,110.05410653766222,101.0443179750238,99.14500487036122,16.007978896011103
2020-01-03 13:00:00,93.89532421463052,13,4,1,0,97.60412881077356,85.02526847855073,99.5145905260312,15.768416255226409
2020-01-03 14:00:00,84.46832512996988,14,4,1,0,93.89532421463052,83.35906975550786,99.5608094999671,15.720556827056917
2020-01-03 15:00:00,79.8768312558657,15,4,1,0,84.46832512996988,86.84217055561467,99.27058702914424,16.026879032274206
2020-01-03 16:00:00,86.74212103628224,16,4,1,0,79.8768312558657,86.37182482428827,99.28601603797733,16.01409469574933
2020-01-03 17:00:00,87.46268361707276,17,4,1,0,86.74212103628224,81.53832488016849,99.53286431868167,15.772467061300457
2020-01-03 18:00:00,79.63994939209833,18,4,1,0,87.46268361707276,79.4217585880588,99.54195560218331,15.760429262705507
2020-01-03 19:00:00,85.69914796367874,19,4,1,0,79.63994939209833,79.17596499627219,99.81375489249194,15.44706635435519
2020-01-03 20:00:00,84.4876720495494,20,4,1,0,85.69914796367874,75.28688197247408,100.19712114570338,14.916968458247688
2020-01-03 21:00:00,82.6322656032434,21,4,1,0,84.4876720495494,82.25864333429548,100.21268874024288,14.897616020659607
2020-01-03 22:00:00,91.80697802754209,22,4,1,0,82.6322656032434,87.69680614520107,100.3839459020071,14.770565486745008
2020-01-03 23:00:00,102.51380193027948,23,4,1,0,91.80697802754209,100.10923022904416,100.48413638955857,14.776774980777484
2020-01-04 00:00:00,99.82086980445024,0,5,1,1,102.51380193027948,101.7180914478423,100.40508548775057,14.774961360272348
2020-01-04 01:00:00,112.9995991811204,1,5,1,1,99.82086980445024,96.36118012523671,101.0983529484124,14.966080262302501
2020-01-04 02:00:00,96.90127447955123,2,5,1,1,112.9995991811204,111.620419846974,100.48505522476978,14.816994063977642
2020-01-04 03:00:00,118.25164814560706,3,5,1,1,96.90127447955123,112.21672422164936,100.73651038826802,15.073729602387035
2020-01-04 04:00:00,117.7557434168796,4,5,1,1,118.25164814560706,113.93589807415896,100.89567061088138,15.238425322419321
2020-01-04 05:00:00,117.82347977345202,5,5,1,1,117.7557434168796,122.3768979699857,100.70594485269247,14.985594007653468
2020-01-04 06:00:00,120.45880388267751,6,5,1,1,117.82347977345202,125.15499761247976,100.51027011395071,14.680014469631374
2020-01-04 07:00:00,109.38067195277692,7,5,1,1,120.45880388267751,123.97491712136237,99.90217656525965,13.949886510871188
2020-01-04 08:00:00,116.2221486365012,8,5,1,1,109.38067195277692,113.12442045957556,100.03124857263155,14.091160656879158
2020-01-04 09:00:00,115.92769848128972,9,5,1,1,116.2221486365012,112.59607374447492,100.17006626999883,14.235989907332616
2020-01-04 10:00:00,117.38947022370758,10,5,1,1,115.92769848128972,111.65631715701784,100.40894764777757,14.483067727426933
2020-01-04 11:00:00,102.58502981068216,11,5,1,1,117.38947022370758,110.05410653766222,100.09773611748672,14.346404714144974
2020-01-04 12:00:00,95.95753198553408,12,5,1,1,102.58502981068216,97.60412881077356,100.02912791643509,14.362776151528484
2020-01-04 13:00:00,92.31483388002697,13,5,1,1,95.95753198553408,93.89532421463052,99.96327415249328,14.395708139559208
2020-01-04 14:00:00,94.5770105885104,14,5,1,1,92.31483388002697,84.46832512996988,100.38446937993247,14.066763410073817
2020-01-04 15:00:00,87.50161992456748,15,5,1,1,94.5770105885104,79.8768312558657,100.70216890779504,13.663789582094948
2020-01-04 16:00:00,80.03069090547605,16,5,1,1,87.50161992456748,86.74212103628224,100.42252598567812,14.025800162245563
2020-01-04 17:00:00,83.24782063978542,17,5,1,1,80.03069090547605,87.46268361707276,100.24690669495781,14.220168458384668
2020-01-04 18:00:00,80.4853877467402,18,5,1,1,83.24782063978542,79.63994939209833,100.28213329306789,14.167851778790727
2020-01-04 19:00:00,85.52470842688307,19,5,1,1,80.4853877467402,85.69914796367874,100.27486497903472,14.175700906336013
2020-01-04 20:00:00,79.16922645492447,20,5,1,1,85.52470842688307,84.4876720495494,100.05326307925871,14.471704553227145
2020-01-04 21:00:00,84.21955364328018,21,5,1,1,79.16922645492447,82.6322656032434,100.1194000809269,14.392035198433016
2020-01-04 22:00:00,88.0394592343392,22,5,1,1,84.21955364328018,91.80697802754209,99.9624201312101,14.506734208441218
2020-01-04 23:00:00,87.50604435728901,23,5,1,1,88.0394592343392,102.51380193027948,99.33709689900218,14.713953461777319
2020-01-05 00:00:00,101.48060138532288,0,6,1,1,87.50604435728901,99.82086980445024,99.40625238153854,14.72022507604019
2020-01-05 01:00:00,106.48165726294988,1,6,1,1,101.48060138532288,112.9995991811204,99.13467146828144,14.517257695669601
2020-01-05 02:00:00,110.02556728321228,2,6,1,1,106.48165726294988,96.90127447955123,99.6815170017673,14.675792433533358
2020-01-05 03:00:00,112.96919995685522,3,6,1,1,110.02556728321228,118.25164814560706,99.46141499390264,14.4226036241159
2020-01-05 04:00:00,110.24365436543673,4,6,1,1,112.96919995685522,117.7557434168796,99.14841128342584,14.085896914742174
2020-01-05 05:00:00,117.21528991195456,5,6,1,1,110.24365436543673,117.82347977345202,99.1230700391968,14.051343462793703
2020-01-05 06:00:00,118.28642741736616,6,6,1,1,117.21528991195456,120.45880388267751,99.03255435314215,13.914255928072249
2020-01-05 07:00:00,115.30713017967324,7,6,1,1,118.28642741736616,109.38067195277692,99.27949011259615,14.156370114373711
2020-01-05 08:00:00,116.51407951735877,8,6,1,1,115.30713017967324,116.2221486365012,99.29165389929857,14.171678099916779
2020-01-05 09:00:00,116.16238990780369,9,6,1,1,116.51407951735877,115.92769848128972,99.30143270873667,14.183732327515726
2020-01-05 10:00:00,119.43092950605266,10,6,1,1,116.16238990780369,117.38947022370758,99.3864935121677,14.302547561143221
2020-01-05 11:00:00,106.04926996620966,11,6,1,1,119.43092950605266,102.58502981068216,99.53083685198135,14.353620737914158
2020-01-05 12:00:00,101.28775195361384,12,6,1,1,106.04926996620966,95.95753198553408,99.75292935065134,14.337154971786967
2020-01-05 13:00:00,94.45138951911872,13,6,1,1,101.28775195361384,92.31483388002697,99.84195250228015,14.295534646683882
2020-01-05 14:00:00,80.40614392350483,14,6,1,1,94.45138951911872,94.5770105885104,99.25149972457159,14.805987278014817
2020-01-05 15:00:00,85.72529499902296,15,6,1,1,80.40614392350483,87.50161992456748,99.17748618600723,14.871571991166746
2020-01-05 16:00:00,82.98064297401633,16,6,1,1,85.72529499902296,80.03069090547605,99.30040085552974,14.71783803589624
2020-01-05 17:00:00,92.99769403664509,17,6,1,1,82.98064297401633,83.24782063978542,99.7066455803989,14.386311950565151
2020-01-05 18:00:00,79.03819517609439,18,6,1,1,92.99769403664509,80.4853877467402,99.64634588995534,14.473150808576822
2020-01-05 19:00:00,82.18922018588671,19,6,1,1,79.03819517609439,85.52470842688307,99.50736721324715,14.629816488205176
2020-01-05 20:00:00,82.50593307578498,20,6,1,1,82.18922018588671,79.16922645492447,99.646396655783,14.442795847863712
2020-01-05 21:00:00,80.01447418817136,21,6,1,1,82.50593307578498,84.21955364328018,99.47118501182013,14.66192675120657
2020-01-05 22:00:00,95.71411407257509,22,6,1,1,80.01447418817136,88.0394592343392,99.79096229674663,14.484377276212577
2020-01-05 23:00:00,98.5832842613834,23,6,1,1,95.71411407257509,87.50604435728901,100.25251395941723,14.25049475234885
2020-01-06 00:00:00,103.9551597352152,0,0,1,0,98.5832842613834,101.48060138532288,100.35562055732942,14.26870710988573
2020-01-06 01:00:00,100.62944362807671,1,0,1,0,103.9551597352152,106.48165726294988,100.111778322543,14.209347346058284
2020-01-06 02:00:00,117.01397155468048,2,0,1,0,100.62944362807671,110.02556728321228,100.40296183385419,14.4901671494351
2020-01-06 03:00:00,107.13288030976948,3,0,1,0,117.01397155468048,112.96919995685522,100.15978184855896,14.3180577660726
2020-01-06 04:00:00,120.2547935446901,4,0,1,0,107.13288030976948,110.24365436543673,100.57691264769453,14.763505171867608
2020-01-06 05:00:00,130.27079465483126,5,0,1,0,120.2547935446901,117.21528991195456,101.12089201198104,15.618960132911425
2020-01-06 06:00:00,115.04731837434656,6,0,1,0,130.27079465483126,118.28642741736616,100.98592913518856,15.477538627999706
2020-01-06 07:00:00,116.48702787776747,7,0,1,0,115.04731837434656,115.30713017967324,101.03509153927583,15.52680137533771
2020-01-06 08:00:00,117.818764901127,8,0,1,0,116.48702787776747,116.51407951735877,101.08945343026618,15.585525056168393
2020-01-06 09:00:00,111.62475735315,9,0,1,0,117.818764901127,116.16238990780369,100.90038540715558,15.421383929372306
2020-01-06 10:00:00,102.24668284466937,10,0,1,0,111.62475735315,119.43092950605266,100.18437512959797,14.914198440471894
2020-01-06 11:00:00,105.51919577608068,11,0,1,0,102.24668284466937,106.04926996620966,100.16228870500925,14.905525471306744
2020-01-06 12:00:00,94.68848143136958,12,0,1,0,105.51919577608068,101.28775195361384,99.88731909991573,14.944679378902407
2020-01-06 13:00:00,97.19158125112544,13,0,1,0,94.68848143136958,94.45138951911872,100.001493755416,14.91177528823009
2020-01-06 14:00:00,85.402878828831,14,0,1,0,97.19158125112544,80.40614392350483,100.20969104313794,14.65903117944461
2020-01-06 15:00:00,93.60753640135675,15,0,1,0,85.402878828831,85.72529499902296,100.53811776823518,14.406531529256167
2020-01-06 16:00:00,78.76322546263003,16,0,1,0,93.60753640135675,82.98064297401633,100.36239203859408,14.653605241478646
2020-01-06 17:00:00,79.07117589319027,17,0,1,0,78.76322546263003,92.99769403664509,99.78212044928347,15.22261377981257
2020-01-06 18:00:00,84.06758608684835,18,0,1,0,79.07117589319027,79.03819517609439,99.99167840389822,14.95693168120168
2020-01-06 19:00:00,74.52716189204885,19,0,1,0,84.06758608684835,82.18922018588671,99.67242597498831,15.42780307013303
2020-01-06 20:00:00,83.81679159733187,20,0,1,0,74.52716189204885,82.50593307578498,99.72704508005278,15.366585062724434
2020-01-06 21:00:00,92.3935781476812,21,0,1,0,83.81679159733187,80.01447418817136,100.24284107836569,14.876073191924634
2020-01-06 22:00:00,81.96258382719391,22,0,1,0,92.3935781476812,95.71411407257509,99.66986065147479,15.316406111932952
2020-01-06 23:00:00,95.74678839061106,23,0,1,0,81.96258382719391,98.5832842613834,99.55167332352595,15.336086205155166
2020-01-07 00:00:00,101.29941397124207,0,1,1,0,95.74678839061106,103.9551597352152,99.44101725002706,15.312494830537062
2020-01-07 01:00:00,109.08549526093697,1,1,1,0,101.29941397124207,100.62944362807671,99.79335273472958,15.43780183201682
2020-01-07 02:00:00,103.81524644560947,2,1,1,0,109.08549526093697,117.01397155468048,99.24340585518495,15.02730703274683
2020-01-07 03:00:00,107.53985255830952,3,1,1,0,103.81524644560947,107.13288030976948,99.26036303220745,15.036823384938195
2020-01-07 04:00:00,119.93021590377325,4,1,1,0,107.53985255830952,120.2547935446901,99.24683896383591,15.01725332134959
2020-01-07 05:00:00,120.80343989194728,5,1,1,0,119.93021590377325,130.27079465483126,98.85236584871575,14.272774688707791
2020-01-07 06:00:00,121.25246425172938,6,1,1,0,120.80343989194728,115.04731837434656,99.11091359360671,14.630613873001915
2020-01-07 07:00:00,121.05075757326624,7,1,1,0,121.25246425172938,116.48702787776747,99.3010689975858,14.893566485730087
2020-01-07 08:00:00,113.92038446779635,8,1,1,0,121.05075757326624,117.818764901127,99.13863647953038,14.702865028083922
2020-01-07 09:00:00,115.303404109536,9,1,1,0,113.92038446779635,111.62475735315,99.29191342771311,14.857058294901597
