timestamp,demand
2020-01-01 00:00:00,102.48357076505616
2020-01-01 01:00:00,104.48505939619449
2020-01-01 02:00:00,113.23844269050346
2020-01-01 03:00:00,121.75728490577107
2020-01-01 04:00:00,116.14974120207208
2020-01-01 05:00:00,118.14783174103546
2020-01-01 06:00:00,127.89606407753696
2020-01-01 07:00:00,123.1556901715459
2020-01-01 08:00:00,114.97313614601401
2020-01-01 09:00:00,116.85493584166078
2020-01-01 10:00:00,107.68291153593769
2020-01-01 11:00:00,102.84773213419913
2020-01-01 12:00:00,101.20981135783018
2020-01-01 13:00:00,85.2572178746606
2020-01-01 14:00:00,81.37541083743484
2020-01-01 15:00:00,83.04642673006418
2020-01-01 16:00:00,77.61533632263912
2020-01-01 17:00:00,82.25272013719501
2020-01-01 18:00:00,75.45987962239394
2020-01-01 19:00:00,73.61996496754216
2020-01-01 20:00:00,90.007735768919
2020-01-01 21:00:00,84.72898287383637
2020-01-01 22:00:00,90.3376410234396
2020-01-01 23:00:00,87.6998781668823
2020-01-02 00:00:00,97.27808637737408
2020-01-02 01:00:00,105.73099385059976
2020-01-02 02:00:00,104.24503211288847
2020-01-02 03:00:00,116.02062571545932
2020-01-02 04:00:00,114.31731462609476
2020-01-02 05:00:00,117.86004777681498
2020-01-02 06:00:00,116.99146693885301
2020-01-02 07:00:00,128.57990744832605
2020-01-02 08:00:00,117.2530219519991
2020-01-02 09:00:00,108.85358097895147
2020-01-02 10:00:00,114.11272456051594
2020-01-02 11:00:00,99.0721626521953
2020-01-02 12:00:00,101.04431797502379
2020-01-02 13:00:00,85.02526847855073
2020-01-02 14:00:00,83.35906975550786
2020-01-02 15:00:00,86.84217055561467
2020-01-02 16:00:00,86.37182482428827
2020-01-02 17:00:00,81.53832488016849
2020-01-02 18:00:00,79.4217585880588
2020-01-02 19:00:00,79.17596499627219
2020-01-02 20:00:00,75.28688197247408
2020-01-02 21:00:00,82.25864333429548
2020-01-02 22:00:00,87.69680614520107
2020-01-02 23:00:00,100.10923022904416
2020-01-03 00:00:00,101.7180914478423
2020-01-03 01:00:00,96.36118012523673
2020-01-03 02:00:00,111.62041984697399
2020-01-03 03:00:00,112.21672422164937
2020-01-03 04:00:00,113.93589807415897
2020-01-03 05:00:00,122.3768979699857
2020-01-03 06:00:00,125.15499761247976
2020-01-03 07:00:00,123.97491712136237
2020-01-03 08:00:00,113.12442045957557
2020-01-03 09:00:00,112.59607374447491
2020-01-03 10:00:00,111.65631715701785
2020-01-03 11:00:00,110.05410653766222
2020-01-03 12:00:00,97.60412881077356
2020-01-03 13:00:00,93.89532421463052
2020-01-03 14:00:00,84.46832512996988
2020-01-03 15:00:00,79.8768312558657
2020-01-03 16:00:00,86.74212103628224
2020-01-03 17:00:00,87.46268361707276
2020-01-03 18:00:00,79.63994939209833
2020-01-03 19:00:00,85.69914796367874
2020-01-03 20:00:00,84.4876720495494
2020-01-03 21:00:00,82.6322656032434
2020-01-03 22:00:00,91.80697802754207
2020-01-03 23:00:00,102.51380193027947
2020-01-04 00:00:00,99.82086980445023
2020-01-04 01:00:00,112.99959918112039
2020-01-04 02:00:00,96.90127447955125
2020-01-04 03:00:00,118.25164814560706
2020-01-04 04:00:00,117.75574341687961
2020-01-04 05:00:00,117.82347977345202
2020-01-04 06:00:00,120.45880388267751
2020-01-04 07:00:00,109.38067195277691
2020-01-04 08:00:00,116.2221486365012
2020-01-04 09:00:00,115.92769848128971
